timestamp,session_id,bpm,hrv_sdnn,hrv_rmssd,dynamic_accel,impact,pitch,roll,gx,gy,gz,movement_var,bpm_mean_10s,bpm_std_10s,dynamic_accel_mean_5s,dynamic_accel_max_5s,impact_max_5s,pitch_mean_5s,movement_var_mean_5s,gyro_magnitude_mean_5s,label
1777513009.054367,SYNTH_001,63.32179822929619,29.961959077281804,32.04713044297036,0.19111281630938778,0.060105613796278504,32.19034138465993,6.424694437102445,10.274215353387739,12.177484856512002,-4.600762541334986,0.13901714058082232,63.32179822929619,0.0,0.19111281630938778,0.19111281630938778,0.060105613796278504,32.19034138465993,0.13901714058082232,16.583656247043915,normal
1777513010.054367,SYNTH_001,84.78353277034076,57.42905976620162,40.026784780198845,0.3523917808103484,0.08833601040666049,28.66865770687265,13.487035705312378,-6.637203769797122,-8.684410292521488,-0.6638761758997193,0.01876010049485054,74.05266549981847,15.175738029998168,0.2717522985598681,0.3523917808103484,0.08833601040666049,30.42949954576629,0.07888862053783643,13.76704929685344,normal
1777513011.054367,SYNTH_001,84.18561938300206,63.292896637589884,19.30987989058707,0.0,0.018393991492315794,20.457182753984974,13.53703833752675,-1.5959456182499592,-6.852061978594057,-3.3263731835095895,0.03954828015054073,77.430316794213,12.221992357105346,0.18116819903991208,0.3523917808103484,0.08833601040666049,27.10539394850585,0.0657751737420712,11.772097764187087,normal
1777513012.054367,SYNTH_001,95.1577292720979,33.40723186788584,2.1033640625711847,0.5895044883189688,0.13351213047485327,-2.3790421970706213,3.2167625095746164,9.449716653887316,-1.5155545500997971,4.9154212087730915,0.08808309138432147,81.86216991368423,13.347285107530103,0.28325227135967623,0.5895044883189688,0.13351213047485327,19.734284912111733,0.07135215315263377,11.518815598116905,normal
1777513013.054367,SYNTH_001,71.28682798964728,33.881269708430565,32.16637010166518,0.15596043969124476,0.19862942632118777,27.416651211254276,11.014570133422453,-2.2626087117375153,-7.036545495665113,-5.380372431374223,0.1061421719270099,79.74710152887684,12.489198780079123,0.25779390502599,0.5895044883189688,0.19862942632118777,21.27075817194024,0.078310156907509,11.043502950289653,normal
1777513014.054367,SYNTH_001,72.12245289232779,43.924345839587,61.722859000782606,0.3383408092100348,0.024429032668853937,30.854204287666693,-9.739969678805913,7.560533220786464,9.319797549595751,0.6691572423736862,0.04956679994165861,78.47632675611867,11.596261469677867,0.2872395036061194,0.5895044883189688,0.19862942632118777,21.003530752541593,0.06042008877967625,10.130669039479905,normal
1777513015.054367,SYNTH_001,71.42929751368787,40.18219763609838,27.56584536395817,0.41013068003642017,0.010061021126280097,54.506151281704554,1.2468369848502001,-0.6554760678100492,18.133439519827753,-12.353438171460049,0.08613419717170098,77.46960829291426,10.915834424207308,0.2987872834513337,0.5895044883189688,0.19862942632118777,26.171029467507974,0.07389490811504633,12.330836655392494,normal
1777513016.054367,SYNTH_001,66.13875743379343,53.96401125961118,30.562985219403103,0.14225838380611297,0.0023922459931573995,36.13149594657557,-7.006551101861641,19.81691806400029,-6.574321575531378,11.646652085015717,0.13575812003803422,76.05325193552416,10.871143359521904,0.3272389602125563,0.5895044883189688,0.19862942632118777,29.305892106026096,0.09313687609254503,15.555930735577453,normal
1777513017.054367,SYNTH_001,40.81176480959598,32.15217859619335,51.385963422432944,0.2606884779003012,0.10271426880495874,-8.487645818732013,-11.006819606780457,15.687786041028488,-4.322378391646268,6.707409459502034,0.14260894424040094,72.13753114375436,15.537208953742377,0.26147575812882273,0.41013068003642017,0.19862942632118777,28.084171381693817,0.10404204666376093,16.92424445649363,normal
1777513018.054367,SYNTH_001,94.25554523595355,54.237144816714974,37.08329542874146,0.0,0.09341849733239181,21.17644098527964,0.5409508720444114,-13.28096262433748,-1.633208072838984,-2.922597619017695,0.16257282109071325,74.34933255297429,16.232767920414926,0.2302836701905738,0.41013068003642017,0.10271426880495874,26.836129336498892,0.1153281764965016,17.835085233768492,normal
